# Gleam_name               RA_gleam     Dec_gleam     S_p          S_p_error     nu_p    nu_p_error   alpha_thin     alpha_thin_error   alpha_thick   alpha_thick_error   alpha_low       alpha_low_error   alpha_high      alpha_high_error   q              q_error       z          z_ref   S_200        S_200_error    RA_vlssr     Dec_vlssr     S_vlssr      S_vlssr_error   TGSS-ADR1_name             RA_tgss    Dec_tgss    S_tgss       S_tgss_error   MRC_name        RA_mrc       Dec_mrc       S_mrc   S_mrc_error   RA_sumss     Dec_sumss    S_sumss   S_summs_error   RA_nvss       Dec_nvss      S_nvss        S_nvss_error   S_76           S_76_err      S_84           S_84_err      S_92          S_92_err      S_99            S_99_err      S_107           S_107_err     S_115           S_115_err     S_122         S_122_err     S_130           S_130_err     S_143         S_143_err     S_151         S_151_err     S_158         S_158_err      S_166         S_166_err      S_174        S_174_err     S_181        S_181_err     S_189        S_189_err      S_197        S_197_err      S_204        S_204_err      S_212        S_212_err     S_220        S_220_err      S_227        S_227_err     
  "GLEAM J002354-675232"   5.978921     -67.87561     3.8396788    0.25925007    84.0    39.0         -0.6508304     0.10082388         ""            ""                  -0.45980313     0.08399647        -0.66725683     0.121963054        -0.48340863    0.032041974   ""         ""      2.843835     0.014712879    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 0021-681"  5.98125      -67.875       2.12    0.106         5.979125     -67.875336   1.049     0.05245         ""            ""            ""            ""             3.8670058      0.14990819    3.886146       0.13371062    3.820823      0.12947434    3.6626372       0.12918375    3.7079668       0.11783734    3.6511254       0.11395744    3.5819418     0.111324266   3.5595798       0.11045572    3.4155405     0.10577651    3.2579634     0.10021009    3.1891215     0.09776101     3.074709      0.09446593     2.9534466    0.09156662    2.9501534    0.09101682    2.8442898    0.08800365     2.7273443    0.084782444    2.5797286    0.0809901      2.545442     0.07995238    2.4814548    0.07775387     2.39933      0.07558194    
  "GLEAM J002406-682055"   6.027022     -68.34864     1.2605228    0.07776996    177.0   35.0         0.024942867    0.100122154        3.9370756     1.6602169           0.30728143      0.07074063        -0.024712862    0.22157307         -0.9341897     0.08966267    0.354      85      1.3545698    0.012958594    ""           ""            ""           ""              ""                         ""         ""          ""           ""             "MRC 0021-686"  6.0295835    -68.34861     1.97    0.098500006   6.02725      -68.34861    1.248     0.0624          ""            ""            ""            ""             0.63089406     0.104037106   0.78622544     0.07715625    0.7971445     0.07198392    0.9195304       0.07850229    1.0242954       0.052605685   1.0412012       0.04741752    1.0865709     0.04646611    1.1872405       0.046068143   1.1908952     0.04516794    1.2277395     0.043210015   1.2130152     0.041687816    1.2253293     0.042215224    1.2712207    0.044075824   1.2824173    0.043712564   1.2854553    0.043726325    1.2936075    0.043756105    1.236243     0.042828042    1.2296593    0.04195328    1.1516541    0.03978477     1.1993147    0.0408767     
  "GLEAM J002549-260211"   6.454782     -26.0365      17.47855     0.18935195    145.0   19.0         -0.5030658     0.09052879         0.6735229     0.32960877          0.0526065       0.081088394       -0.3808404      0.09392721         -0.3423785     0.03255076    0.32162    70      17.666073    0.012800396    6.454289     -26.038387    12.218363    0.61091816      "TGSSADR J002549.1-260210" 6.45484    -26.0363    16.843801    1.6854         "MRC 0023-263"  6.4554167    -26.037222    17.0    0.85          ""           ""           ""        ""              6.4548697     -26.036919    8.544608      0.42723042     15.06127       0.45890775    15.784599      0.47765285    16.22031      0.48944682    16.646532       0.5018079     17.051594       0.513024      17.244328       0.5183552     17.368975     0.5218613     17.398355       0.52271044    17.006033     0.5108766     17.55756      0.52732086    17.19865      0.5164715      17.066378     0.5124943      17.49639     0.5253104     17.312696    0.51979613    17.220854    0.51699615     17.130154    0.5142488      17.158226    0.51508623     16.971468    0.5094326     16.27683     0.4885867      15.96468     0.47929615    
  "GLEAM J002604-475617"   6.5196824    -47.93806     0.9758675    0.14566493    213.0   25.0         -0.9936588     0.09813893         1.2030277     0.20171998          0.603928        0.07485738        -0.6406218      0.157061           -0.79643506    0.15845318    ""         ""      0.9740358    0.009933442    ""           ""            ""           ""              "TGSSADR J002604.8-475621" 6.52013    -47.93917   0.85859996   0.0862         "MRC 0023-482"  6.52         -47.93778     0.81    0.0405        6.520375     -47.93833    0.3843    0.019215        ""            ""            ""            ""             0.37048733     0.07825681    0.4267803      0.06083337    0.43351656    0.053449284   0.5565212       0.053175155   0.6292622       0.045354318   0.7149775       0.038514987   0.8312699     0.038724724   0.83863175      0.03844165    0.84431887    0.03201524    0.8928179     0.031723086   0.8749212     0.030426795    0.88990355    0.030656012    0.9145904    0.031933397   0.9238429    0.031796303   0.9181244    0.031256907    0.9666628    0.03252202     0.97620666   0.034034748    1.0012872    0.0340337     0.9971599    0.034609385    0.9969424    0.035006158   
  "GLEAM J002704-260507"   6.770223     -26.085524    0.61600816   0.04108968    129.0   25.0         -0.57806885    0.08897925         1.4046041     1.1372443           -0.15025562     0.08384458        -0.5121105      0.106091104        -0.58117193    0.1605747     ""         ""      0.57548803   0.011289164    ""           ""            ""           ""              "TGSSADR J002704.9-260509" 6.77048    -26.08591   0.44779998   0.0524         ""              ""           ""            ""      ""            ""           ""           ""        ""              6.7702527     -26.086243    0.20163716    0.010081858    0.63392705     0.07659763    0.4785569      0.059995063   0.6260503     0.05216708    0.5682126       0.04913276    0.59188706      0.03892005    0.6038302       0.035084568   0.6010559     0.03232516    0.5463139       0.0307654     0.6061279     0.03087338    0.6290508     0.030446103   0.63909876    0.029163256    0.5926496     0.02789885     0.58896166   0.02649809    0.57918483   0.02619289    0.5559247    0.024692029    0.58896095   0.025110673    0.5681637    0.024014885    0.5368733    0.022575514   0.49023485   0.021016655    0.4974771    0.021716783   
  "GLEAM J002826-293756"   7.11003      -29.632452    0.25414142   0.031637017   276.0   55.0         -0.99212027    0.5041574          0.38986582    0.31861705          0.25458583      0.102342255       -0.42481878     0.112645745        -0.05756719    0.33015874    ""         ""      0.25140998   0.0057187825   ""           ""            ""           ""              "TGSSADR J002826.2-293800" 7.10934    -29.63334   0.18980001   0.023          ""              ""           ""            ""      ""            ""           ""           ""        ""              7.1093326     -29.633385    0.11076066    0.005538033    0.2684166      0.07174184    0.18924397     0.05661032    0.16150977    0.047653753   0.121571675     0.040983763   0.20735174      0.03223504    0.162415        0.027790664   0.25140685    0.024404285   0.21041395      0.021354286   0.23719874    0.023779584   0.20739639    0.021724775   0.2211423     0.020059545    0.21197791    0.01926045     0.2560314    0.016261335   0.225825     0.014351926   0.25256804   0.014184409    0.26895523   0.013728703    0.24848823   0.014638532    0.25494793   0.014433454   0.2386068    0.013948778    0.2357658    0.014269216   
  "GLEAM J003119-165202"   7.829526     -16.867441    0.6877564    0.08017761    187.0   14.0         -0.7942824     0.09574483         1.6530503     0.25921115          0.43112797      0.081882395       -0.6291179      0.091369465        -1.0325619     0.145927      ""         ""      0.6853597    0.0074851443   ""           ""            ""           ""              "TGSSADR J003119.0-165210" 7.82947    -16.86952   0.6624       0.066800006    ""              ""           ""            ""      ""            ""           ""           ""        ""              7.8294716     -16.868824    0.19691128    0.009845564    0.27403447     0.071388856   0.39591825     0.056211058   0.3841143     0.048845015   0.49910942      0.045263845   0.4596069       0.03431794    0.5303897       0.032302685   0.55428684    0.029791825   0.5829662       0.029502772   0.6587926     0.030145176   0.6767112     0.02880637    0.69864386    0.028225396    0.68420166    0.027340608    0.693276     0.026517384   0.6784106    0.025557747   0.65086156   0.024049949    0.67927206   0.024788205    0.69572747   0.025996357    0.7066407    0.026511982   0.64552814   0.024405943    0.685194     0.025829839   
  "GLEAM J003128+163235"   7.87006      16.543089     0.97830576   0.26789108    655.0   229.0        -0.44671988    0.19329317         0.30375576    0.07908107          0.32601935      0.0774793         -0.44671988     0.19329317         -0.5792268     0.22919023    ""         ""      0.68869853   0.014955598    7.869724     16.542566     0.43053094   0.021526547     "TGSSADR J003128.8+163235" 7.87031    16.54314    0.8638       0.0867         "MRC 0028+162"  7.87         16.541945     0.88    0.044         ""           ""           ""        ""              7.8703895     16.54313      0.3118242     0.015591211    0.38537508     0.099033006   0.3260979      0.08471446    0.5419453     0.075252      0.526721        0.06956915    0.6619097       0.058513645   0.52043605      0.051084004   0.55682504    0.04437242    0.63455784      0.04183828    0.6816012     0.03985748    0.6784385     0.035880063   0.70880294    0.035382472    0.69006336    0.034631055    0.6575278    0.042966746   0.64136267   0.041418016   0.66904896   0.041970957    0.7209252    0.049230646    0.75397503   0.03330064     0.66624683   0.028703207   0.6643441    0.028765403    0.7205177    0.02990715    
  "GLEAM J003144-404154"   7.93745      -40.698505    0.25555453   0.053794026   391.0   137.0        -0.4619329     0.10019876         0.8166477     0.27336034          0.50641096      0.17668064        -0.4619329      0.10019876         1.4424624      0.8992129     ""         ""      0.16435166   0.010493105    ""           ""            ""           ""              "TGSSADR J003145.1-404151" 7.93795    -40.69773   0.098        0.0115         ""              ""           ""            ""      ""            7.93725      -40.69814    0.0781    0.003905        ""            ""            ""            ""             0.072738305    0.06941436    -0.01934038    0.05406554    0.06386926    0.044332355   0.032817464     0.041322097   0.080148526     0.03380582    0.081892        0.027726596   0.1698027     0.02568036    0.12195834      0.02510913    0.135531      0.024289075   0.13234027    0.02159979    0.13787514    0.020441703    0.16306224    0.019801026    0.14632672   0.021783065   0.14277056   0.020273156   0.13621694   0.01899957     0.18970133   0.019870263    0.16987774   0.016201444    0.16695812   0.015333262   0.15869418   0.014341149    0.19214776   0.014939142   
  "GLEAM J003201-085133"   8.004237     -8.859217     2.1111758    0.101286314   127.0   12.0         -0.767194      0.078323826        0.7077666     0.33964896          -0.095680036    0.07180721        -0.6466139      0.095551506        -0.52556443    0.037219107   ""         ""      1.8947217    0.011194407    8.005483     -8.861766     1.6198072    0.08099037      "TGSSADR J003200.9-085137" 8.00392    -8.86052    1.6718       0.1673         "MRC 0029-091"  8.005834     -8.859722     1.56    0.078         ""           ""           ""        ""              8.004075      -8.860465     0.56329894    0.028164947    1.8394467      0.10208418    1.9509887      0.090609714   2.0375736     0.085065484   1.9886459       0.082953565   2.0376763       0.07469568    2.099142        0.07259218    2.0782702     0.071073726   2.134384        0.07143014    2.1339598     0.071303666   2.080074      0.06736615    2.0369372     0.065685384    2.0664935     0.06637942     2.0384643    0.06452626    1.9802508    0.062205687   1.9197638    0.060125865    1.9164816    0.05991505     1.8422073    0.05899608     1.8567708    0.059304632   1.7977794    0.057643812    1.7858227    0.057168067   
  "GLEAM J003207+013653"   8.032088     1.6148188     2.3138306    0.4858477     93.0    24.0         -0.8259695     0.32218212         ""            ""                  -0.2644452      0.08194701        -0.5681219      0.1332335          -0.33505014    0.058461256   ""         ""      1.8880754    0.011411161    8.032363     1.616495      2.4917302    0.124586515     "TGSSADR J003207.9+013655" 8.03317    1.61547     2.0305       0.20310001     "MRC 0029+013"  8.0325       1.6166667     1.88    0.094000004   ""           ""           ""        ""              8.033275      1.6155099     0.67261165    0.033630583    2.2825518      0.118101366   2.2919674      0.10089268    2.2030377     0.09148599    2.3520355       0.091290824   2.3796406       0.08516972    2.354445        0.0807927     2.2825184     0.07690685    2.1380763       0.07274296    2.1916585     0.07293029    2.096432      0.06961473    2.1071382     0.06850464     2.0592587     0.06657155     2.049677     0.06813769    1.9667733    0.065005414   1.9820545    0.06456854     1.89136      0.062408186    1.948703     0.06179664     1.8316069    0.058133822   1.792778     0.056721237    1.7917448    0.05677706    
